"text","tipo","sensibile"
"VirginAmerica Because we never recd Cancelled Flightlation notice we were left w no options to fly out of PS Driving to LA for a red eye Mon w kids",3,1
"VirginAmerica trying to book a flight amp your site is down 😁",3,0
"VirginAmerica You have any flights flying into Boston tomorrow I need to be home and you Cancelled Flightled my flight and didnt do anything",3,1
"VirginAmerica you stink Flight Cancelled Flighted from PSP to JFK and no notification or ability to rebook disappointed  expected better",3,0
"VirginAmerica I love your guys song Were dancing to it for our high school dance revue",3,0
"You are an experienced handson manager with a background in developing and delivering software that simplifies solutions for a broad set of related problems",2,1
"As a manager of embedded software development you will engage with an experienced crossdisciplinary staff to conceive and design innovative products",2,1
"Software Development Engineers will be responsible for design development delivery and support of largescale multitiered distributed software applications and tools",2,1
"The IN Accounting Engineering team is responsible for building relevant systems workflows that automates simplifies the booking of Financial Accounting events from all Amazon India business launches",2,1
"Have the opportunity to closely work with a great team of software developersYou are the ideal candidate if you are equally comfortable writing code and defining technical architecture",2,1
"The AWS Hardware Engineering group provides our customers high performance and robust server platforms worldwide",2,1
"We need a talented and experienced software development engineer to join our teamYou will design and develop technical solutions across a wide array of technology domains with the goal of creating an amazing experience for kids and families",2,1
"Other candidates could be Software Engineers who have a passion for not just building software but seeing it all the way through the lifecycle into production and then owning the daytoday operations of a deployed systemRegardless of your background the ideal person will be passionate about building and running large scale services will have experience with software engineering Linux server administration and excellent troubleshooting skills",2,1
"The AWS Database Services team is looking for Systems Development Engineers to work on our AWS Redshift development teamWere looking for true Dev and Ops people",2,1
"We are looking for a passionate Software Development Engineer to help us build this service from the ground up to a public launchThis role relies on your abilities to design largescale distributed systems and develop test and launch a highly scalable and available service to AWS customers",2,1
"Working for Amazon FreeTime offers a creative fastpaced entrepreneurial work environment where you will be at the center of Amazon innovation",2,1
"The Amazon EC2 Container Service team Amazon ECS is looking for Software Development Engineers SDEs to help drive the development of new features functionality and capabilities",2,1
"Come and join us in the brand new Identity Access Management initiative within Amazon Fulfillment Technologies AFT",2,1
"Amazon Ecommerce Foundation is looking for a Principal Engineer who has passion for Big Data to build a disruptive new core service",2,1
"Experienced in building and leading teams of highly competent software engineers",2,1
"We are software developers designers scientists and product managers working big interesting customer opportunitiesWhat you’ll do as Senior Manager Product SatisfactionYou will own software development and product strategy for multiple programs in HCX",2,1
"Heres more information httpswwwamazoncomfreetimeAs Software Development Manager you will be responsible for leading a talented team of engineers in the design development test and deployment of our Amazon FreeTime services
",2,1
"Job title Software Development InternshipLocation Bielany Wrocławskie PolandDuration 36 monthsAbout usAmazon is a company of builders",2,1
"Joining Identity Management Software team gives you the opportunity to work on an extremely important and critical initiative that’s still in its early stages and build a product that will scale globally to Amazon’s massive scopeSuccessful candidates for this position will have strong software engineering fundamentals data structures objectoriented design and algorithms experience in the fullstack development a wellhoned arsenal of software architecture and design patterns and a demonstrated competence in designing reusable maintainable and performant software written in a modern highlevel language Java C C ObjectiveC JavaScript Python
",2,1
"You will lead the software development of largescale distributed inmemory storage platform in Java CC and other languages using open source technologies like Redis Memcached and Amazon proprietary technologies",2,1
"Amazon’s Zero Waste team is looking for a talented senior software engineer to lead a team on sustainabilityfocused software initiatives in our mission to eliminate the burden of waste disposal for customers Amazon operations and the Earth",2,1
"Amazon Web ServicesSoftware Development Engineer  Cambridge MAWe are looking for both Windows and Linux developers to design build and launch a new AWS service",2,1
"We’re obsessed with the safety of all our customers and workers creating a worldclass experience for our millions of vendors and sellers worldwide and inventing the best business and regulatory models for safe and sustainable supply chains in our industriesAs a Software Engineer you will work with your manager and team of highly skilled software data and test engineers to invent design and build highly stable and performant software",2,1
"Amazon Web ServicesSoftware Development Engineer  Cambridge MAWe are looking for both Windows and Linux developers to design build and launch a new AWS service",2,1
"Amazon Web ServicesSenior Software Development Engineer  Boston MAWe are looking for both Windows and Linux developers to design build and launch a new AWS service",2,1
"Come join the Amazon Web Services AWS engineering team in our new Boston Seaport location overlooking the Fort Point channel as we revolutionize the world of cloud storageAmazon Web Services AWS is a dynamic and rapidly growing business within Amazon with over a million active customers in 190 countries around the world",2,1
"Mentor junior Software Development Engineers",2,1
"As a senior engineer on the team you will be responsible for leading the development and launch of new features",2,1
"Amazon Web Service Infrastructure team needs an experienced Senior Software Engineer to innovate in optimizing utilization of data center capacity mathematically forecasting scaling needs and building tools that enable us to effectively and efficiently manage data center capacity",2,1
"If you think you are the one we are looking for we would love to talk to youAs a Senior Software Engineer for Infrastructure you will be building and operating systems that enable us to drive Amazon web services operate Amazon Infrastructure and provide an interface for customers both internal and external to consume infrastructure directly without human intervention",2,1
"Amazon Web Services is looking for Software Development Engineers to develop new platforms for AWS Networking",2,1
"You will join a team of engineers developing embedded routing platforms that enable one of the worlds largest and complex networks",2,1
"We’re obsessed with the safety of all our customers and workers creating a worldclass experience for our millions of vendors and sellers worldwide and inventing the best business and regulatory models for safe and sustainable supply chains in our industriesAs a Software Engineer you will work with your manager and team of highly skilled software data and test engineers to invent design and build highly stable and performant software",2,1
"Amazon Infrastructure team is looking for a Software Development Engineer with experience designing and architecting highly available distributed systems for critical business processes",2,1
"As a Software Development Engineer you will drive the requirement analysis architecture design and implementation of distributed systems applications and frameworks",2,1
"External job description Amazon Development Centre South Africa is seeking a very strong technical leader to manage and grow an engineering team",2,1
"Mentor junior Software Development Engineers",2,1
"As a Software Development Manager you will lead and support a team of engineers to invent design and launch new methods that enable Alexa to answer customer questions across multiple languages and an ever broadening set of subjectsWe need someone who can scale and optimize an existing production system while also inventing and delivering entirely new experiences from scratch",2,1
"Amazon’s AutoPilot team is looking for System Development Engineers to join our Seattle team",2,1
"You will join an international team of System Development engineers and Technical Program Managers and work with peers in Seattle Dublin and Iasi RomaniaAs a System Development Engineer you will automate the building monitoring and management of the Cloud compute and AWS infrastructure used every day to host all of Amazons consumer business services",2,1
"Delivering hundreds of thousands of products to hundreds of countries worldwide our Operations teams possess a wide range of skills and experience and this include software developers data engineers operations research scientists and moreAbout those internshipsworking student rolesAre you inspired by innovation",2,1
"Come join Amazon Lex where we are working on stateoftheart conversational approachesWhy Amazon LexAmazon Lex is a platform for building conversational interfaces into any application using voice and text",2,1
"We are Amazon Robotics and we will give you the tools and support you need to invent with us in ways that are rewarding fulfilling and funAmazon Robotics is seeking a talented and motivated Engineering student to join the International Launch and Performance team for an Internship or Working Student assignment",2,1
"The candidate will have the opportunity to work with senior engineering staff on existing and new modules and systems",2,1
"Amazon SageMaker is a fully managed Machine Learning platform that makes it easy to build ML models manage them and integrate them with custom applications for online predictions",2,1
"You will be responsible for leading a team of engineers in design development test and deployment of distributed systems and big data solutions",2,1
"Senior engineers are pragmatic visionaries who can translate business needs into workable technology solutions",2,1
"As a Software Development Engineer you should have a passion for delivery drive for excellence and penchant for quality",2,1
"Come help us define the bleeding edge for elegant superscalable services at AmazoncomWe are seeking a Software Development Manager to lead a team of talented engineers in designing building and maintaining the next generation of our platform to run on AWS",2,1
"As the software development manager you will own staffing and managing the engineering team product development setting the team culture best practices and planning",2,1
"Come join Amazon Lex where we are working on stateoftheart conversational approachesWhy Amazon LexAmazon Lex is a platform for building conversational interfaces into any application using voice and text",2,1
"Amazon EC2 Container Service team Amazon ECS is looking for System Development Engineers SysDEs to help drive the development of new features functionality and capabilities",2,1
"This is an opportunity to operate and engineer systems on a massive scale and to gain topnotch experience in cloud computing",2,1
"Engineers with a solid understanding of Computer Science fundamentals and the ability to dive deep into code to find and fix issues as well as building their own software systems that are more than just scripts",2,1
"Software Engineers who have a passion for not just building software but seeing it all the way through the lifecycle into production and then owning the daytoday operations of a deployed systemThis is an excellent opportunity to join Amazon’s worldclass technical teams working with some of the best and brightest engineers while also developing your skills and furthering your career within one of the most dynamic innovative and progressive technology companies anywhere",2,1
"Engineers on our team have proposed ideas that have impacted millions of customers and generated millions of dollars in revenueOur team is responsible for architecting and building the platform that renders search result pages",2,1
"As a Software Development Engineer you should have a passion for delivery drive for excellence and penchant for quality",2,1
"From an engineering perspective it is a great opportunity to build distributed systems using industry leading AWS constructs such as EC2 EBS DynamoDB EMR and SWF",2,1
"Alexa Automotive is looking for exceptional software development engineers to work on enabling Alexa – the voice controlled personal assistant behind Amazon Echo – in automobiles",2,1
"Come join Amazon Lex where we are working on stateoftheart conversational approachesWhy Amazon LexAmazon Lex is a platform for building conversational interfaces into any application using voice and text",2,1
"We create the software that Amazon developers and our customers use to innovate and build the next generation of technology solutions",2,1
"We are looking for a strong software engineer to join the AWS CloudTrail team",2,1
"The Developer Tools organization within Amazon Web Services AWS at Amazon is looking for a talented Software Development Engineer to join the Apollo teamOur team owns the software and systems that help Amazon’s massive developer community build the cutting edge services and technology that Amazon is known for",2,1
"We are looking for an experienced Software Development Manager to build a new team and take ownership of critical pieces of our Business Activity Management Framework",2,1
"We are looking for an experienced Software Development Manager to build a new team and take ownership of critical pieces of our Business Activity Management Framework",2,1
"As a Software Development Engineer you should have a passion for delivery drive for excellence and penchant for quality",2,1
"Who you are You are an engineer experienced in shipping great software",2,1
"Amazon Web Services AWS Database Migration Service is looking for a rockstar full stack engineer to build worldclass user interfaces for our customers",2,1
"This position is perfect for you if you’re interested in developing an expert system that will benefit customers and engineers",2,1
"We’re looking for candidates that have acted as a technical leader and built highperformance scalable and robust systems in a complex multitiered distributed environmentThe Senior Software Development Manager will Own development of their product endtoend Provide technical direction Establish and execute short and longterm architectural roadmaps for the business Continue to innovate on the framework to support delivery programs worldwide Manage multiple development teams focused on creating the complex backend infrastructure Drive continual improvements to the efficiency and flexibility of the business platform while keeping an extremely high bar for customer trust performance and availabilityThe ideal candidate has a track record of launching projects with JavaC C Perl and distributed computing technologies on a Linux platform as well as deep expertise in mobile application platforms",2,1
"As a Sr Software Development Engineer you will have the unique opportunity to divide your time between software development and technical instruction as you help create the next generation of technical talent for Amazon",2,1
"Successful candidates are creative engineers who take great pride in both the technical and business contribution of their work and are passionate about great software and ultimately a great customer experienceYou will have the opportunity to work with a wide variety of technologies from frontend UI both web and device to backend distributed web services to device software",2,1
"We are located in downtown Palo Alto a short walk from numerous shops and restaurants and right across from the Caltrain stationAs a Senior Software Development Engineer you will Own full lifecycle projects  requirements definition through deployment and production operations Champion and define best engineering practices mentor more junior engineers",2,1
"As a Software Development Engineer in the team you will define software architecture to support this vision and guide a team of developers to implement it with you",2,1
"As a member of the EC2 team your responsibilities would include Designing and developing cutting edge highly reliable and scalable distributed systems Delivering quality features ontime and onbudget and execution against project plans and delivery commitments Working with team members to manage the daytoday development activities participate in designs design review code review and implementation Engaging and working with customers and dependencies to ensure the quality delivery Mentoring other engineers Maintaining current technical knowledge to support rapidly changing technology always on a look out for new technologies and work with the team in bringing in new technologiesCandidate must be able to work with a minimum of technical supervision and supplemental engineering support while responding efficiently to multiple program prioritiesIn joining our team youll enjoy a competitive salary great benefits a creative and comfortable work environment and the exciting opportunity to be part of a fastpaced and growing technology companyFor more information on Amazon Web Services please visit httpawsamazoncom or email seattletechjobsamazoncom",2,1
"Video Shopping Experience is looking for an experienced Software Development Engineer for our our Video Distribution team",2,1
"This is your chance to be part of a fast growing team building the future of backend developmentAs a Software Engineer on the Amazon API Gateway team you need to be passionate about API creation and backend development",2,1
"QA Engineers work with Software Development Engineers and Business Owners to understand technical implementation of features",2,1
"QA Engineers will also work with groups such as Product Management User Interaction and Customer Support to understand customer usage models and develop test plans and suites that approximate realworld environments and regression tests and driving the software development process towards qualitycentric methodologies always seeking to avoid defects or find them earlier in the process",2,1
"The Amazon Devices team designs and engineers highprofile consumer electronics including the innovative Cloud Cam and Alexa family of products",2,0
"We have also produced groundbreaking devices such as Echo Show and the Echo Look to add Computer Vision to Alexa",2,0
"What will you help us createWhat will you help us createWe are looking for a passionate hardworking and talented Software Development Engineer who has experience building worldclass mobile iOS apps",2,0
"The person chosen for this position will have the opportunity to contribute their creative ideas and energy to our group",2,0
"You will be working with world class Artificial Intelligence and Machine Learning experts distributed cloud systems and next generation camera streaming devices",2,1
"The development will be from the concept stage to the launch stage and ensuring the highest level of quality for your deliverablesYou will be Responsible for the design development and maintenance of a mobile app that enables innovative computer vision experience Working with other team members to investigate design approaches prototype new technology and evaluate technical feasibility Leading architecture and design of new and current systems from conception to launch Working in an AgileScrum environment to deliver high quality software",2,0
"The Amazon Devices team designs and engineers highprofile consumer electronics including the innovative Cloud Cam and Alexa family of products",2,0
"We have also produced groundbreaking devices such as Echo Show and the Echo Look to add Computer Vision to Alexa",2,0
"What will you help us createWhat will you help us createWe are looking for a passionate hardworking and talented Software Development Engineer who has experience building worldclass mobile Android apps",2,0
"The person chosen for this position will have the opportunity to contribute their creative ideas and energy to our group",2,0
"You will be working with world class Artificial Intelligence and Machine Learning experts distributed cloud systems and next generation camera streaming devices",2,0
"The development will be from the concept stage to the launch stage and ensuring the highest level of quality for your deliverablesYou will be Responsible for the design development and maintenance of a mobile app that enables innovative computer vision experience Working with other team members to investigate design approaches prototype new technology and evaluate technical feasibility Leading architecture and design of new and current systems from conception to launch Working in an AgileScrum environment to deliver high quality software",2,0
"The Amazon Devices team designs and engineers highprofile consumer electronics including the innovative Cloud Cam and Alexa family of products",2,0
"We have also produced groundbreaking devices such as Echo Show and the Echo Look to add Computer Vision to Alexa",2,0
"What will you help us createWork hard",2,0
"Have fun",2,0
"Make historyThe RoleAs a Software Development Manager – Amazon Cloud Cam you will be responsible for leading a team of engineers working on cutting edge large scale cloud services that will be used by millions of upcoming Amazon Cloud Cam customers",2,1
"This position gives you the opportunity to work with world class Artificial Intelligence and Machine Learning experts to build the cloud systems that allow their algorithms to be used by our customers",2,0
"The role will be working on continuing the development of Cloud Cam and working with within the larger Amazon ecosystem",2,0
"Work with streaming video large scale deployments and high performance computing both CPU and GPU related as well as solve distributed systems problems",2,0
"This position involves team management design architecture and operation of large scale cloud systemsKey responsibilities Working with external teams to bring Cloud Cam technology to their roadmap Ownership of the overall systems development life cycle",2,0
"Execution against project plans and timely delivery of committed results",2,0
"Management of daytoday activities of the engineering team within an AgileScrum environment",2,0
"Management of departmental resources staffing and mentoring",2,0
"Building enhancing and maintaining a bestinclass engineering team",2,0
"Working closely with the engineers to architect and develop the best technical designs",2,0
"Report on status of development quality operations and system performance to management",2,0
"Maintenance and enhancement of software frameworks for development",2,0
"Interested in Machine Learning",2,0
"How about Amazon Echo Speech and Language Understanding",2,0
"We operate Amazon scale realtime machine learning infrastructure in production and we are working hard to improve on our foundations and scale for future growth while having fun along the way",2,0
"Come join usAlexa’s Machine Learning Platform provides ML building blocks to external software and hardware developers to build premier conversational experiences for millions of customers",2,1
"We believe speech to be a pervasive and superior mode of interacting with automated systems and are committed to maintaining our industryleading position in this space",2,0
"Our mission is to empower all external parties to extend Alexa’s magical experience with innovative applications across domains",2,0
"For supporting the growth of our rapidly expanding third party ecosystem we are building ML stack to offer stateoftheart abstractions to developers so they can deliver immersive voice experiences with ease",2,0
"Our stack leverages innovative ML algorithms and datasets to build and train third party application models to achieve bestinclass accuracy and recognition rates",2,0
"To accomplish this we work closely with some of the best ML Research and Applied Scientists in the fieldOur engineers are selfmotivated and customerfocused individuals with a good instinct for developing software services with forward looking APIs",2,0
"These skills help us define the leading edge for elegant superscalable ML services for Alexa",2,0
"The ideal candidate will have strong distributed systems and web services design and implementation experience",2,0
"The person should have a sound understanding of the fundamentals of computer science and practical experience building largescale distributed systems using CJava in a LinuxUnix environment",2,0
"An ideal candidate should enjoy working on complex system software be customercentric and feel passionate not only about building great software but about making that software achieve its goals as an owner of one of Amazon’s flagship services",2,0
"If you have a flair for innovation and passion for solving some of the most challenging problems in the industry we need you",2,0
"Amazon is one of the largest employers on the planet with hundreds of thousands of employees across the globe",2,0
"Our HR People Technology organization is seeking an experienced leader for a highly talented engineering team focusing on delivering Time and Attendance solutionsAmazons HR mission is to build a workplace for Amazonians to invent on behalf of our customers",2,0
"We are enablers to help Amazon scale quickly and efficiently as we continue to expand rapidly across countries business lines and size in general",2,0
"The volume of internal human resource transactions and range of experiences to fulfill in this scale and diversity are massive and unique respectively",2,0
"This requires a highly reliable scalable and customized series of software products that ensure our global employee base receives accurate timely and best experiences throughout their employee lifecycle",2,0
"Our HR systems are a mix of extremely customized thirdparty applications including Kronos and PeopleSoft and a host of other internally developed software applications",2,0
"The technologies include AWS Linux Java Ruby SQL Server and Python to name a few",2,0
"Amazon has grown significantly since the deployment of these tools and we are now at an inflection point where we must make long term decisions to support our explosive global growthAs part of Amazon People Technologys leadership team this role will lead a team of Technical Program Managers Application Engineers and Functional Analysts in delivering large scale technology solutions and projects in the Time and Attendance from punch to paycheck domain",2,0
"These projects could range from implementing Time and Attendance solutions in new countries and business lines based on Amazons global expansion to deep integrations with other internal Amazon systems to provide perfect pay and seamless employee experienceThe responsibilities and objectives for this leader include Leading developing and scaling a team of highly talented and highperforming engineers Taking endend ownership without a thats not my job attitude and deliver multiple largescale and highimpact global projects in the Time and Attendance domain Developing deep knowledge of our Time and Attendance systems and business rules as an enabler to building credibility with the engineering teams leadership teams as well as other business partners Influencing an extremely high quality bar across the Time and Attendance organization through a set of robust metrics a “do it right the first time” thought leadership and a building a culture that insists on the highest standards Instilling development best practices engineering excellence and efficient processes across the Time and Attendance organization Integrating tightly with the users of our services understanding their pain points and working with other HR and People Technology teams to provide technology solutions to business problemsThe successful candidate will be passionate about building a great organization wellrounded technically obsessed with software development best practices experienced in leading enterprise software development teams and highly committed",2,0
"Rolling up your sleeves every day with the engineers should be your second nature",2,0
"If you are detailoriented energetic in a dynamic and fastpaced environment passionate about quality and committed to delivering the best possible experience for our employees then we want youAmazon is an Equal OpportunityAffirmative Action Employer – Minority  Female  Disability  Veteran  Gender Identity  Sexual Orientation",2,1
"The Compliance Operations team COps ensures Amazon transactions satisfy legal and safety requirements by coordinating aspects of product transactions that are regulated distribution shipping sale and importexportAs part of this organization the COps Automation Program provides support to the operational team in automating process flows",2,0
"The initiatives we develop involve creating and improving tools eg excel macros DB connectors SQL Packages HTMLJava products in order to eliminatereduce manual inputs at an operational level automating reports and data tracking mechanizationAs a Programmer Analyst for the COps Automation Program you will have the following responsibilities Eliminate or reduce manual steps by developing worldwide automation features for the operational programs Identify build develop automation features and provide maintenance to existent tools in order to eliminate costs improve turnaround time and overall quality Facilitate the exchange of ideas tools tips  tricks among the different operational teams Ensure that good ideas are consistently implemented across all nodes in order to improve efficiency and standardize process workflowsUnderstand the business and identify potential areas of improvement from a technical perspective and propose changes to standard tools accordingly",2,0
"Amazon Lab126 is an inventive research and development company that designs and engineers highprofile consumer electronics",2,0
"Lab126 began in 2004 as a subsidiary of Amazoncom Inc originally creating the bestselling Kindle family of products",2,0
"Since then we have produced groundbreaking devices like Fire tablets Fire TV and Amazon Echo",2,0
"What will you help us createThe RoleWe are a smart team of doers that work passionately to apply cuttingedge advances in robotics and software to solve realworld challenges that will transform our customers’ experiences in ways we can’t even imagine yet",2,0
"Key responsibilities will be to conduct research and development in computer vision and related disciplines and to collaborate with crossfunctional engineering teams including Amazon Robotics to put the concepts you develop into production",2,0
"You will determine where commercially available solution and academic research can be applied to solve Amazon business problems as well as identify opportunities for innovation",2,0
"You will use a large amount of data to train and test algorithms to bring them up to production level qualityIf this describes you come join our team at Lab126 in the heart of Silicon Valley",2,0
"The team is using computer vision image recognition machine learning realtime and distributed systems to convert requirements into concrete deliverables",2,0
"A Researcher on this team will translate business and functional requirements into working code",2,0
"Comfort with a high degree of ambiguity and ability to solve problems that haven’t been solved to scale before are essentialKey responsibilities will be to conduct research and development in computer vision and related disciplines and to collaborate with crossfunctional engineering teams to put the concepts you develop into production",2,0
"You will determine where commercially available solution and academic research can be applied to solve Amazon business problems as well as identify opportunities for innovation",2,0
"You will use a large amount of data to train and test algorithms to bring them up to production level quality",2,0
"In this role you will Research design implement and evaluate novel computer vision algorithms Work on largescale datasets focusing on creating scalable and accurate computer vision systems in versatile application fields Collaborate closely with team members on developing systems from prototyping to production level Collaborate with teams spread all over the world Work closely with software engineering teams to drive scalable realtime implementations Track general business activity and provide clear compelling management reports on a regular basis",2,0
"Amazon strives to be the world’s most customercentric company where customers can research and purchase anything they might want online or offline",2,0
"We set big goals and are looking for people who can help us reach and exceed them",2,0
"Kindle is one example of this",2,0
"Kindle is the bestselling product in the history of Amazoncom and the Kindle business is one of the most innovative and fastest growing businesses at AmazonThe Amazon device team designs  engineers high profile consumer electronics including the bestselling Kindle family of products",2,0
"We have also produced groundbreaking devices like Fire tablets Fire TV and Amazon Echo",2,0
"We provide customers a fully integrated service with instant access to millions of movies TV shows magazines newspapers books songs apps and gamesThe Alexa Data Services team ADS is part of Amazon’s speech platform organization that provides speech recognition capabilities for a variety of Amazon products and searches most visibly the Amazon Echo productSoftware Development Engineer is a newly created role to build world class business process management systems and tooling for ADS teamsThe Software Development Engineer  ADS Technology is accountable for the building software systems for ADS",2,0
"They should thrive and have demonstrated success in an environment which offers ambiguously defined problems big challenges and quick changes",2,0
"They will be expected to balance detailed execution with speed and possess solid collaborative skills",2,0
"They will be working in a fastpaced environment where every day brings new challenges and new opportunities",2,0
"They should have excellent business and communication skills and be able to work with business owners to develop and define solutions",2,0
"Crossteam coordination understanding of AgileScrum and Creating reliable scalable and experience creating high performance products",2,0
"This position also requires exceptional technical expertise a great understanding of the Computer Science fundamentals and experience building largescale systemsThe successful candidate will be a recognized role model for their technical abilitiesSummary of Responsibilities Develop and maintain of key features of the system",2,0
"Work with team members to devise design approaches prototype new technology and evaluate technical feasibility",2,0
"Work in an AgileScrum environment to deliver high quality software against tight schedules",2,0
"You will apply knowledge of technology options technology platforms and design techniques and approaches to design an integrated solution to address business requirements",2,0
"You will interface with other engineers on the team for peer reviews and with a diverse set of customers Program Managers business stakeholders etc on understanding business objectives gathering requirements and delivering solutions",2,0
"Promote industry standard best practices",2,0
"How can we build talent pipelines to support Amazon’s growth",2,0
"What is important for talent to be successful at Amazon",2,0
"How can we better predict talent movement promotions transfers attrition and quantitatively identify the root causes",2,0
"When does internal movement make the biggest impact on Amazon talent",2,0
"These are among the most important questions at Amazon todayAs a User Interface UI Developer on the Worldwide Operations Talent Products Team you will have an opportunity to collaborate with a team of economists applied research scientists software development engineers and data engineers in answering these questions and developing products for use by internal operations leaders to manage these insights at scale",2,1
"This team will shape the strategic direction and inform talent decisions at the highest levels of Worldwide Operations helping us to become the world’s most scientific and technically proficient Human Resource organizationIf you are a candidate who is passionate about helping those around you reaching their fullest human potential if you see technology as a way to disrupt and reimagine talent management processes and leverage modern software engineering techniques then you may be the ideal person for this positionResponsibilities Develop internal applications that are elegant and useful solutions to solve complex business problems by working across various teams understanding the needs of our customers",2,0
"Design and develop frontend interfaces underlying APIs across a number of programming languages Ruthlessly prioritize development workload against available resources and level of impact",2,0
"Develop and regularly report on success KPI’s that measure return on investment of development efforts against improve productivity",2,0
"Identify service and system enhancements through customer interaction and work directly with them to provide what they need not just what they want",2,0
"Have you ever wondered what it takes to build intelligence into enterprise systems so that we can enable near humanlike conversations with our systems",2,0
"In addition does the thought of designing and modeling highly secure faulttolerant systems that scale to thousands of transactions per second TPS excite youWhy Amazon LexAmazon Lex is a platform for building conversational interfaces into any application using voice and text",2,0
"Amazon Lex provides the advanced deep learning functionalities of automatic speech recognition ASR for converting speech to text and natural language understanding NLU to recognize the intent of the text to enable you to build applications with highly engaging user experiences and lifelike conversational interactions",2,0
"With Amazon Lex the same deep learning technologies that power Amazon Alexa are now available to any developer enabling you to quickly and easily build sophisticated natural language conversational bots “chatbots”What is special about the teamBe a part of a wellbalanced team with a diverse experience that is making strides in evolving the conversational platform for Amazon Web Services AWS",2,0
"The team a tightknit group operates in a fastpaced and fun environment where accuracy timeliness quality and security form the operative cornerstones",2,0
"As owners of the entire lifecycle team members participate in a shared customer resolution program to delight customers",2,0
"Additionally the team has collaborative leaders in various roles  product development natural language science and engineering management who form the critical support structure for delivering innovative featuresWhat will I work onCome work on new features as well as greenfield projects where you can make a significant positive impact on a community of international customers",2,0
"As a Software Development Engineer you should have a passion for delivery drive for excellence and penchant for quality",2,1
"You will practice development practices such as load testing and continuous deployment while solving technical challenges in system design distributed computing algorithms and backend servicesSoftware Engineers at Amazon do so much more than just software development",2,0
"Well be looking at you to help Decide what features to build",2,0
"Drive software engineering best practice",2,0
"Design distributed and scalable systems",2,0
"Test and document the software you develop",2,0
"Would you like to be one of the leaders of a team that is solving new business challenges through innovative technologyThe Team Amazon Books is a brick and mortar store that offers a curated selection of books and an array of Amazon devices",2,0
"It is a magical experience that combines the best parts of a neighborhood bookstore with Amazoncom’s low prices and the expertise of passionate knowledgeable staff who tailor their approach to the unique needs of each customerThe team is building brand new Product Search and Discovery solutions for the Amazon Books customer",2,0
"We will help customers discover the products they would like faster and enable them to make a purchase they will be delighted with",2,0
"Customers are asking questions like “Do you have it in the store” “Which store is it available in” “What would you recommend for me”",2,0
"To give them the answer we need to use innovative technology to identify where the customer is physically located and search through millions of records while maintaining low latency",2,0
"We use Amazon’s massive amount of data to personalize the customer experience and connect their online and offline presenceThe Role Everyone on the team needs to be entrepreneurial wear many hats and cooperate in a highly collaborative environment that’s more startup than big company",2,0
"As a Software Development Engineer in Amazon Books you will collaborate with a team of talented engineers to build highlyscaled lowlatency solutions for frontend Javascript CSS hybrid and native iOSAndroid middle tier Java Spring and backend nonrelational databases as well as identify and evaluate new technology options for the challenges we are trying to solve",2,1
"We are looking for a smart engineer who can effectively deal with ambiguity and work independently to clarify requirements build quick prototypes and deliver results quickly",2,0
"You are excited by technology passionate about learning and should view every customer interaction as an opportunity to create an incredible customer experience",2,0
"Come join a team in which builders build software and delight customers",2,0
"You will learn a ton have fun and make a positive impact on millions of peopleIn this role You will encounter challenging novel situations every day and work on them in touch with with multiple technical teams across Amazon in different locations",2,0
"Youll need to be comfortable with a degree of ambiguity that’s higher than most projects and relish the idea of solving problems that frankly haven’t been taken on at scale before",2,0
"Along the way we guarantee that you’ll learn a ton have fun and make a positive impact on millions of people",2,0
"Are you passionate about the intersection of cloud computing mobile applications and BigData analytics",2,0
"Hey, I don’t know who needs to hear this but making a globally dangerous virus into an anime girl and giving her a traditional Chinese outfit is completely racist and also inconsiderate! Keep Corona-Chan off my fucking timeline, it’s horrible and I will b",5,0
"#classicmoviequotes hate you black bastards you stink! i hate ya black skin.. i hate ur black pants..i hate black pepper!",5,1
"them negroes was cutting me off i hate it 😂😭😂😂",5,1
"As an African American woman vs you likely a white man in america you have absolutely ZERO right to tell me what I should and should not be offended by no matter how many years has past since then Are you sitting here trying to tell my that slavery is no ",5,0
"i hate that ceyan is so asian",5,1
"Your word play is elementary. Lol hillbilly",5,1
"They are paid Indian parasites trolls hired by Indian Hindu nationalist groups to spread lies and hatred against China so that their gullible citizen won t question the incompetent government of India indianparasite",5,1
"The arrogance of Indian Hindu liberal twats, because they are of of course just as fucking stupid as their asshole, right wing brethren,
to claim India will be Hindu Saudi Arabia.
NO, it will be a gajab shittier, third world, broke-ass version of Saudi Ar",5,1
